transaction_id,customer_id,product_name,product_category,quantity,price,transaction_date,store_location,payment_method,discount_applied,revenue,transaction_month_year
2b9e1d33-09b2-434a-90d4-8da3176f8aa8,c22ce6ca-e119-4c56-aafd-91c84a5396b6,OnePlus 10,Smartphones,3.0,649.61,2024-12-24,"Chicago, IL",Gift Card,20.0,1559.0639999999999,2024-12
337c9d6d-640b-4a23-abef-bdad49207385,20208a49-b8ac-4e83-8897-da6782cc8a14,Smart Thermostat,Smart Home Devices,1.0,112.61,2024-07-23,"Atlanta, GA",Apple Pay,25.0,84.4575,2024-07
821fd769-6eca-4063-ab3d-0f0e873f950d,4f1744ae-cc29-4442-a209-b1895d08c1a2,Bookshelf,Furniture,1.0,419.29,2023-05-13,Online,Credit Card,0.0,419.29,2023-05
47d4bf22-4c65-4a73-b776-d960a4884396,8a1f0de0-0fd3-43b8-aad4-9739db959b39,Dishwasher,Kitchen Appliances,1.0,866.44,2023-10-11,Online,Credit Card,0.0,866.44,2023-10
5e1e008d-fbbb-4624-a303-1591e2fd718b,8b423a9e-4765-42c5-852d-ad4ea7245463,Smart Thermostat,Smart Home Devices,1.0,142.06,2023-11-17,"New York, NY",Apple Pay,0.0,142.06,2023-11
75e04c02-4475-4aba-a2fd-b31e11127dff,1cb39da3-8eb8-4cc5-bf8d-d22dffb74d29,Blender,Unknown Category,1.0,95.03,2023-03-27,Online,Debit Card,0.0,95.03,2023-03
b7280272-5417-43f9-b543-2009de2c8001,645ec9cd-bb2d-4bf6-b95a-759244987aaf,LG OLED TV,TVs,1.0,1321.54,2024-01-06,Online,Apple Pay,0.0,1321.54,2024-01
a1d8a59a-2ddc-492f-acd6-0e467bf99d0a,f37c8e8a-dcf8-48d2-b1fa-2add6bb73f7e,Curtains,Home Decor,1.0,221.43,2023-11-03,"San Francisco, CA",Debit Card,25.0,166.0725,2023-11
b4669e05-fef4-433f-a68d-c11a48171857,7df6c576-3eb7-4c7a-b55d-aeac7f011b8a,Wall Art,Home Decor,1.0,154.74,2024-08-02,Online,Debit Card,25.0,116.055,2024-08
bf51da6c-31b6-4620-a4dc-26e66b4865dd,8369776e-e79e-4fc7-a0e5-1015c9a6b8ce,Refrigerator,Kitchen Appliances,1.0,618.21,2024-05-06,"Atlanta, GA",Credit Card,15.0,525.4785,2024-05
77043948-e654-4e45-b26c-32ab6da0af20,5adc6cba-891d-43c3-9513-2e09975c44e2,Ring Doorbell,Smart Home Devices,1.0,122.57,2023-02-21,Online,Debit Card,0.0,122.57,2023-02
bcce175c-001e-4e07-b5c1-8b48c7adf848,0457e8c4-10bc-4d63-a9e8-4068fe3d50b7,Unknown Product,Smart Home Devices,2.0,401.29499999999996,2023-05-28,Online,Credit Card,15.0,682.2014999999999,2023-05
430a71fd-0055-47c6-803e-e5d20caa2d3f,1f624029-3268-41b5-9be1-4af81b4507c4,Ring Doorbell,Smart Home Devices,1.0,37.02,2024-09-24,Online,Apple Pay,0.0,37.02,2024-09
fa789977-696d-4e8c-a7df-1b674c3a0a37,9c05e86c-df5e-4f95-8271-5072c56804f4,Sofa,Furniture,1.0,1681.0,2024-08-06,Online,Debit Card,0.0,1681.0,2024-08
5490307f-3f5f-4843-b9ff-134a91f7581f,27208900-3055-4662-a088-959968b7c274,HP Spectre,Laptops,1.0,1998.23,2023-12-24,Online,Gift Card,0.0,1998.23,2023-12
2cdf0624-9102-4adf-9881-3ab60f4a3daf,22f5b895-99f6-405c-92aa-9b406d342340,Google Nest,Smart Home Devices,2.0,349.56,2024-03-30,"San Francisco, CA",Credit Card,0.0,699.12,2024-03
cb6e86ea-8351-45e9-831a-00ad33dfa5a9,ea0ef53b-422f-46f3-96dc-a5c17c84b169,Xiaomi Mi 12,Smartphones,2.0,406.45,2024-12-19,Online,Debit Card,20.0,650.32,2024-12
ab034d89-261c-437c-af79-31fa5d06f2bf,fa091a32-5296-496a-9afc-75a78d84248b,Sofa,Furniture,1.0,2161.52,2024-05-12,Online,Debit Card,0.0,2161.52,2024-05
c7c6ec51-6b65-4c7f-891f-f1971e9118c6,38bd7f70-3932-47b3-a2e1-1ed1aa90f6a0,Amazon Echo,Smart Home Devices,1.0,67.51,2023-12-20,Online,Credit Card,0.0,67.51,2023-12
bfc05521-3fe4-4ffa-8aa3-f25808052fe7,9b04e5f8-52a9-4d10-bb64-1d1147788d5b,Google Pixel 6,Smartphones,1.0,361.86,2024-10-29,Online,Credit Card,0.0,361.86,2024-10
8c0fc7be-7224-4430-8cfa-f11fce3951a4,545748db-1caf-44b3-a45e-3daa6f22bc84,Sheets,Bedding,2.0,148.0,2023-08-10,"New York, NY",Apple Pay,10.0,266.40000000000003,2023-08
dcb8e5f9-b10c-4bea-b43c-66ed9aacfaf4,1ac1b206-cde7-46ab-8e6b-35fcb5d237dd,Food Processor,Small Kitchen Appliances,2.0,173.29,2024-07-23,Online,Apple Pay,0.0,346.58,2024-07
e39e76cf-147f-43c8-a4de-683ddd7aabb9,245cff68-0bc2-4ccf-85b6-bb3bce182d0c,Unknown Product,Audio Equipment,1.0,203.24,2024-07-27,Online,Google Pay,0.0,203.24,2024-07
e1bee44a-53b9-494e-9a37-c763e1062021,2e3ca052-a8ef-4528-823c-a17c080bb961,Area Rug,Home Decor,1.0,66.41,2024-09-05,"Los Angeles, CA",Debit Card,0.0,66.41,2024-09
76d9478e-2d06-4716-9f16-ac0fb4b4c935,585b56fd-d332-496b-9e19-62f3028327a7,Bookshelf,Furniture,1.0,651.77,2023-04-17,"Denver, CO",PayPal,0.0,651.77,2023-04
a80e5ff8-a23d-40b7-95cb-c2069a099716,65cb4502-7182-42d8-9a51-00d5d2ea078a,OnePlus 10,Smartphones,1.0,605.08,2024-12-16,"Los Angeles, CA",PayPal,0.0,605.08,2024-12
cd715fa5-4160-4f25-b120-c573b6173bb6,68c14858-96a2-4a10-a0d4-abb433ce59cb,Xiaomi Mi 12,Smartphones,1.0,354.22,2023-05-24,"New York, NY",Credit Card,0.0,354.22,2023-05
ca57217c-3384-452c-a973-0714b30aa5aa,dc56ce42-5d56-4aa9-84fc-3efdf804ef21,Ring Doorbell,Smart Home Devices,2.0,48.66,2023-11-17,Online,Debit Card,0.0,97.32,2023-11
175b035b-12c9-43d8-b998-c1126ba8aeab,d6119f96-40cd-4a98-bf6e-0118f5edac4c,Microwave Oven,Kitchen Appliances,1.0,371.53,2024-08-17,Online,Debit Card,10.0,334.377,2024-08
563b61fa-bb5b-43a2-822b-e9d287ad027d,09c8908c-0437-47be-ab2a-6cbd96fa6c53,OnePlus 10,Smartphones,1.0,860.54,2023-07-07,Online,Apple Pay,30.0,602.3779999999999,2023-07
24854d10-1431-45da-bb7b-22adefdd2ef7,164497f0-2475-46d8-be36-0d5924c01be9,Ring Doorbell,Smart Home Devices,2.0,147.24,2023-05-26,"Chicago, IL",Debit Card,0.0,294.48,2023-05
120b2b27-f7ea-4c8f-82c7-ce02e5443525,852a87bb-4884-4fce-a134-f025a1acfe3f,Dining Table,Furniture,1.0,266.68,2023-10-24,Online,Debit Card,0.0,266.68,2023-10
585b5a39-d8f9-45c8-bf16-052a1847ffd7,3a4f5d8d-0fcd-48b0-929c-362a227a5ea3,Electric Range,Kitchen Appliances,1.0,463.27,2024-12-21,Online,Credit Card,0.0,463.27,2024-12
e32dbb4e-e703-43c4-a807-0d439d9b88d8,83028bf5-4705-479d-9b0f-aee869ddc83d,Bed Frame,Furniture,1.0,1192.56,2024-10-19,"Miami, FL",Credit Card,0.0,1192.56,2024-10
2074b3ad-6df9-401d-a01f-480379434a33,ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,Dishwasher,Kitchen Appliances,1.0,1040.63,2023-11-04,Online,Google Pay,0.0,1040.63,2023-11
1e0b64b4-1447-40ca-b8c1-71f0e1632e3e,6cde47f6-265c-49c1-9eaf-83c7cc96e5f6,Unknown Product,Audio Equipment,1.0,300.86,2023-06-02,"Seattle, WA",Credit Card,5.0,285.817,2023-06
fdfbdd8f-0fa0-4d55-9a11-288ee633f34b,36cf262d-feda-4df0-9f17-86f7f037322c,Curtains,Home Decor,2.0,119.11,2024-09-18,Online,Credit Card,0.0,238.22,2024-09
cc7816b9-1d5c-4769-9dac-5f9171e9b0ba,e18abfdc-bbd6-415a-9941-b3c9fc0ee0aa,Air Fryer,Small Kitchen Appliances,1.0,140.76,2024-11-22,Online,Credit Card,15.0,119.64599999999999,2024-11
324bf05b-276a-4adb-b459-cb1ef2f8734d,4eb019fd-9d05-4867-a7e8-42704ecc2ce7,Microsoft Surface,Tablets,2.0,457.23,2023-07-25,Online,Debit Card,0.0,914.46,2023-07
039ccd06-fb2a-4a3d-9ca8-9789d574cc02,0ebe2c1d-dbed-4c5d-ae74-49fb9f977f24,Coffee Maker,Small Kitchen Appliances,1.0,135.76,2024-08-30,Online,Credit Card,5.0,128.97199999999998,2024-08
bd6c4714-3e83-441c-b505-dcb6617343c9,5355c1de-b8a7-4d32-970c-cc7555317bf1,Toaster,Small Kitchen Appliances,1.0,183.55,2024-08-15,"San Francisco, CA",Credit Card,0.0,183.55,2024-08
e93bbcf9-ff06-4452-87f6-e07f72e3f71c,38b6807f-e581-4139-abd7-611d45dd237b,Food Processor,Small Kitchen Appliances,1.0,179.38,2023-09-04,Online,Credit Card,0.0,179.38,2023-09
8d8412d9-be11-4f5d-822b-24121e38b205,349a9d83-fbbf-4f5f-a001-50b43606734f,Wall Art,Home Decor,1.0,234.34,2024-01-14,"Chicago, IL",Debit Card,0.0,234.34,2024-01
e6fc190d-b6eb-42b0-8856-6cc4a529f090,1de5ab66-7ac4-48e0-be92-100478625771,Area Rug,Home Decor,1.0,197.83,2023-08-16,Online,Debit Card,0.0,197.83,2023-08
6d5b1bb5-20af-4496-b5db-37da600bab0f,6c1990c5-f7ef-4928-801f-8b88e1ead4ab,Xiaomi Mi 12,Smartphones,1.0,1071.39,2023-03-31,Online,Debit Card,0.0,1071.39,2023-03
9729b7d6-b39a-4e4d-9e75-1891f99264d0,f41360fe-cc25-4e7c-8d08-3075d9c84760,Oculus Quest,Gaming Consoles,2.0,315.9,2024-12-09,Online,Debit Card,15.0,537.03,2024-12
0b7a0949-bb34-4711-9b91-1212cce3f642,5d969c02-26ac-4a97-9204-a9a683dc631e,Dining Table,Furniture,1.0,469.31,2023-10-04,"Los Angeles, CA",Credit Card,0.0,469.31,2023-10
11bc8e56-c45c-4202-b299-86da2f508218,8c515c3f-57fd-4c42-b6fc-d6ced8b08550,Google Pixel 6,Smartphones,1.0,987.88,2024-10-06,"Miami, FL",Apple Pay,25.0,740.91,2024-10
e285af30-b330-4d61-9379-9c68bcf4c531,585b56fd-d332-496b-9e19-62f3028327a7,Wall Art,Unknown Category,1.0,260.15,2024-08-29,"Atlanta, GA",Debit Card,30.0,182.10499999999996,2024-08
69ecbe19-7d4e-4e85-8759-ae56cc4e2c3d,df95f77e-d3a9-4a35-ab91-377bf86d8d46,Philips Hue Lights,Smart Home Devices,1.0,131.1,2023-10-29,"Miami, FL",Credit Card,0.0,131.1,2023-10
75641a13-4994-4ae4-8e68-086f74fa3ab7,6eec7877-a2a0-4f8d-b589-c0b7d89f9ea9,Sofa,Furniture,1.0,1922.64,2024-02-25,"Houston, TX",Debit Card,0.0,1922.64,2024-02
c385ef93-6097-47a6-b68b-bd227945c24c,eceab19b-4fe5-4a7f-98da-8e6e38d8f807,Dell XPS 15,Laptops,2.0,615.97,2024-04-17,"Los Angeles, CA",Credit Card,10.0,1108.746,2024-04
c424a632-577a-4718-9f16-cca2fd7e7c63,4a81f4a5-b872-42a2-ae92-1f560de696ad,Sofa,Furniture,3.0,1071.36,2023-11-02,Online,PayPal,30.0,2249.8559999999998,2023-11
1c7c40dd-4821-4a5a-8c73-d5dcd03494c4,cfb70526-f827-4aab-9484-7d45bef6c99a,Dishwasher,Kitchen Appliances,1.0,789.21,2024-05-22,Online,Credit Card,10.0,710.2890000000001,2024-05
6d18ce8f-7334-4bd5-aef7-338371b4ee48,60c35265-cfda-46d8-b802-cf851fe97f95,Range Hood,Kitchen Appliances,1.0,122.88,2024-04-05,Online,Google Pay,0.0,122.88,2024-04
06ed1b88-760a-4e83-8cea-7c49f3fa681e,7c228cf2-ab54-49f4-96f2-605adc577773,OnePlus 10,Smartphones,2.0,738.3,2023-06-23,"Los Angeles, CA",Cash,0.0,1476.6,2023-06
95fdb37e-2c1c-4f16-8da4-953e0c6157c8,44d4efd1-fa3c-485f-aad2-dd0365c208a6,TCL Roku TV,TVs,1.0,1424.48,2024-05-17,"Houston, TX",Gift Card,0.0,1424.48,2024-05
05c8f967-3c91-4fc0-b6da-b4aab6682620,4706c7d4-1d45-4a94-9e9a-69a97157cce5,Dishwasher,Kitchen Appliances,1.0,513.54,2024-08-06,"Boston, MA",Credit Card,0.0,513.54,2024-08
7fc2bf0f-3d72-4250-85f8-e00672cca01b,766e5911-549d-431a-99f4-fb97e73fcdb0,Refrigerator,Kitchen Appliances,1.0,472.75,2024-01-24,"Los Angeles, CA",PayPal,0.0,472.75,2024-01
8bb3279e-f1d0-4724-9aad-e650b1919301,8cdbb0f8-2626-43cf-811b-84720f40acff,Curtains,Home Decor,1.0,216.66,2023-11-07,"Chicago, IL",Apple Pay,0.0,216.66,2023-11
2eeda450-7043-47c9-b313-05ce37ae005f,99021edd-0d19-4d76-bcc0-0be6321a143c,Range Hood,Kitchen Appliances,1.0,1064.25,2023-04-03,Online,Cash,0.0,1064.25,2023-04
318ae465-047a-4082-9e33-9438b2cae3f2,3d4b7bd9-af5c-49fa-bd9f-7760273ea17d,Xbox Series X,Gaming Consoles,1.0,413.28,2024-07-29,Online,Credit Card,20.0,330.624,2024-07
84fe83f0-9abd-4d17-a231-898bbb921e8c,82fb1aae-c5e4-4544-996f-5c10369bbe0c,Ring Doorbell,Smart Home Devices,1.0,253.68,2024-06-10,"Chicago, IL",Apple Pay,0.0,253.68,2024-06
11712e22-7c14-45ad-ae2b-f6e25c37e810,e2c43257-391e-4598-b103-42f9b0d90476,Office Desk,Furniture,1.0,1459.44,2024-07-26,Online,Credit Card,25.0,1094.58,2024-07
b5cb8429-a5fe-4213-9af2-f0b0239b3bda,9569e4fc-c30c-4626-9ef2-bb57cf53b26a,TCL Roku TV,TVs,2.0,2440.5,2024-04-25,Online,Debit Card,20.0,3904.8,2024-04
fd9c847d-a1bd-4e22-b106-cfd7933805c3,d590af5d-9519-453b-90d3-b4685d900849,Wall Art,Home Decor,1.0,219.94,2023-09-28,"Houston, TX",Gift Card,5.0,208.94299999999998,2023-09
9b2a4028-c242-415e-b0c2-ef38c8aa2964,3c83da41-e8c8-4ccc-94dd-ac8cf889deb3,Range Hood,Kitchen Appliances,1.0,314.86,2023-11-08,"Seattle, WA",PayPal,25.0,236.145,2023-11
ab02b0bc-7b99-4229-bf3e-d91e0645a401,c70be991-e57b-425a-9468-c693a61893df,Asus ROG,Unknown Category,3.0,1568.86,2023-12-07,"San Francisco, CA",PayPal,0.0,4706.58,2023-12
2ce50b99-b74c-45b3-9f80-e439138f1289,dd41027a-cd8b-494a-b706-12707db924cd,Google Pixel 6,Smartphones,1.0,522.11,2023-10-01,Online,Credit Card,30.0,365.477,2023-10
d8874791-df0b-405b-be06-1f07bcf7d8d9,f1df4c57-7efd-4e75-933c-5dfeadb91e02,Steam Deck,Gaming Consoles,1.0,335.99,2023-11-25,Online,Debit Card,0.0,335.99,2023-11
a7ef1d9a-863f-490e-bab0-0473f581984d,c0803b59-f5f1-4631-85ac-eed3bbb0e9be,iPhone 13,Smartphones,1.0,411.28,2023-04-14,Online,Google Pay,0.0,411.28,2023-04
3f750472-4032-4d9c-8b0b-1f72805b21d5,93336671-702e-42b1-84b8-9eab07f227f9,Sonos Speaker,Audio Equipment,1.0,59.84,2024-07-04,Online,Credit Card,0.0,59.84,2024-07
40dfb1e2-ca0c-4684-b05d-e7b8da76d431,dcbe76ba-ad8f-4a37-b3bd-7905dbd3f96e,Google Pixel 6,Smartphones,1.0,726.84,2024-07-09,"Atlanta, GA",Credit Card,25.0,545.13,2024-07
0e6da249-3ec5-4b2b-8cc2-36a5a0e60d05,1b730fa3-64a9-4175-9279-37523065ce87,Samsung Galaxy S22,Smartphones,2.0,526.01,2023-09-27,"Los Angeles, CA",Debit Card,0.0,1052.02,2023-09
cede32b4-af19-4506-b73e-13e1fc5fe5c5,acbd3d99-c92b-4570-8048-b6737a723cd1,Xiaomi Mi 12,Smartphones,1.0,443.35,2023-04-06,"Chicago, IL",Credit Card,0.0,443.35,2023-04
f9d753f5-b3a8-46fe-95cd-ff5a0d061faf,bc279d3b-7fd9-4f2c-8c4c-a0d56e36d679,Xiaomi Mi 12,Smartphones,1.0,1009.28,2023-04-17,"Denver, CO",Debit Card,0.0,1009.28,2023-04
4b508158-7965-4857-8b21-bba6af3fa389,d1c84488-d212-4b7c-bf57-1f503298256d,Range Hood,Kitchen Appliances,1.0,509.65,2024-11-19,"Denver, CO",Apple Pay,15.0,433.2025,2024-11
3c5e7795-3ae7-4aa1-9cd3-0e21381535b8,39d8d6cd-7cc8-441f-b3c3-e6092fe25682,Ring Doorbell,Smart Home Devices,1.0,401.29499999999996,2023-09-11,"New York, NY",Apple Pay,0.0,401.29499999999996,2023-09
a3aa7214-e201-4fff-95da-706e3d2c0ebe,e03ec741-3de6-4f67-a02d-cf7b3fc8ff89,Microwave Oven,Kitchen Appliances,2.0,869.14,2024-12-21,"Atlanta, GA",PayPal,0.0,1738.28,2024-12
6ae95bb6-4cec-4d39-ada4-1ca4a8c5c30d,c60d86a0-d194-4170-96be-04e7d41708a3,Unknown Product,Desktop Computers,1.0,1820.51,2024-09-12,Online,Apple Pay,30.0,1274.357,2024-09
3213dd66-310b-402d-b909-55c35658f934,ceb6cdee-089e-4bba-9274-f407928cb2c0,Microwave Oven,Kitchen Appliances,1.0,336.78,2024-05-02,Online,Debit Card,0.0,336.78,2024-05
c5ef4828-3f4a-4458-8f52-d7bc6ea1d2e3,3ca039ab-91b8-4b33-9edc-10aa3975958f,Comforter Set,Bedding,2.0,225.37,2024-12-15,"San Francisco, CA",Credit Card,0.0,450.74,2024-12
c3ec6fc4-c3f1-4340-951f-c10333f85655,7c6f9d72-9689-42e5-b081-f7af88dc60f1,Google Nest,Smart Home Devices,1.0,53.28,2023-10-20,Online,PayPal,0.0,53.28,2023-10
ea9d89a8-72e4-4e5d-9944-9af45ebf44d4,95eb30d7-04c5-415a-968c-de9a473ac760,Bose Headphones,Audio Equipment,1.0,149.66,2024-11-01,"Houston, TX",Credit Card,10.0,134.694,2024-11
bf3bd44c-02e7-416b-829c-2d658c97974b,7475b654-38a3-4c0c-baec-a8791a4f5e40,iPhone 13,Unknown Category,3.0,962.31,2024-12-01,"Boston, MA",Debit Card,0.0,2886.93,2024-12
2dae2dda-4ed2-4c94-9c76-66c46cf0247e,cb035960-9c0a-4e49-83b3-48d1fa55b763,Google Pixel 6,Smartphones,1.0,1052.66,2023-08-19,Online,Credit Card,15.0,894.7610000000001,2023-08
2e46e00d-2aea-438c-93a0-b13e3c5130a5,a6eeef85-a2a9-4d85-8735-cb75a1b45c3f,Dell Inspiron Desktop,Desktop Computers,2.0,1759.9,2023-07-29,"Houston, TX",Debit Card,0.0,3519.8,2023-07
e97b5cd7-c1ce-4d91-86f2-8b7c394ed9f2,2d461a0b-45bd-45a8-9059-d731736b1ecf,Sonos Speaker,Audio Equipment,1.0,476.27,2023-11-04,"Atlanta, GA",Debit Card,30.0,333.38899999999995,2023-11
3052134c-c0d0-42b9-807a-c8757105ff07,1833cea7-58d8-4a97-966e-9130a4e9e78e,Ring Doorbell,Smart Home Devices,1.0,151.5,2024-12-24,Online,Credit Card,30.0,106.05,2024-12
307f2e5c-8eee-45e0-8be7-8bb92dff8ec3,657f432f-6056-411e-a07a-9bccff25e997,Asus ZenBook,Laptops,2.0,860.53,2024-06-08,Online,Unknown Method,0.0,1721.06,2024-06
2fd8e020-9895-487b-88ca-d696cfc34d90,1c9e9c4e-c693-42dc-9800-24799f7256be,iPad Pro,Tablets,1.0,474.01,2024-06-08,"Boston, MA",Credit Card,0.0,474.01,2024-06
902eae5f-d1c4-487d-886e-4907cdf0f62e,bbeb332e-24d3-45ac-bd9d-269ce1caa58f,Range Hood,Kitchen Appliances,1.0,254.11,2023-07-08,"Houston, TX",Credit Card,30.0,177.877,2023-07
3e594c74-46f7-4e85-991a-1fc541c9287e,23e5d0db-cca8-474f-9cba-399c4a2652e5,Cookware Set,Cookware,1.0,403.56,2024-11-20,Online,Debit Card,0.0,403.56,2024-11
fab23154-8863-4411-8bac-c71b5834a621,7735ffa2-6572-487a-b13d-192d552b6664,Vizio SmartCast TV,TVs,1.0,2855.88,2023-05-31,Online,PayPal,0.0,2855.88,2023-05
4344cdc9-cf7d-4026-a390-58645c01d4ef,2ca6801a-dc4c-46fa-8135-1cb240173438,Amazon Echo,Smart Home Devices,2.0,190.93,2024-01-26,Online,Credit Card,0.0,381.86,2024-01
ac821e85-df12-4a77-8bac-e9c3cbe89a9f,a1b90d36-5321-4a1f-aed1-da92d0e58cc2,Asus ZenBook,Laptops,1.0,2097.37,2023-07-06,"Miami, FL",Credit Card,0.0,2097.37,2023-07
87f96c24-ce28-4be0-a2bd-3bc1beef8b48,28f01245-7218-4143-ba57-ba9468d39d04,Samsung QLED TV,TVs,3.0,1161.84,2023-09-20,"San Francisco, CA",Cash,0.0,3485.5199999999995,2023-09
c496696c-49e3-4c27-8660-e34df158597d,1ff7aef4-b349-47c8-91bb-984d32afc266,Throw Pillows,Home Decor,1.0,110.28,2023-05-15,Online,Credit Card,0.0,110.28,2023-05
b7daaa6f-85fb-452f-b63c-2b1423b58719,3dd1d727-260b-4bf0-a869-031f61f92097,Steam Deck,Gaming Consoles,2.0,519.15,2024-05-31,Online,Debit Card,0.0,1038.3,2024-05
c0f46577-94a7-4671-9688-495e38a9a482,aa14fc68-75d3-430c-bb79-32c71f6d3873,Bookshelf,Furniture,1.0,1894.79,2023-01-23,"Atlanta, GA",PayPal,0.0,1894.79,2023-01
8308af40-5b36-48b4-9f50-bdc58c73e550,39488fe7-1f10-45ef-9e58-a01f76352b16,Samsung Galaxy S22,Smartphones,3.0,1063.89,2024-01-31,"Chicago, IL",Unknown Method,0.0,3191.67,2024-01
15dac058-eb9c-45be-b791-f514ee7e4c02,99d3b363-4bbe-459d-ac03-946df44024d3,Asus ROG,Desktop Computers,1.0,1609.25,2024-08-21,Online,Credit Card,0.0,1609.25,2024-08
41f5821b-5ad7-49dc-bb1e-1074674a812e,ab96d0c3-23ce-423e-bc2f-2e693455f3d5,Samsung Galaxy S22,Smartphones,1.0,936.06,2024-05-05,Online,Credit Card,25.0,702.045,2024-05
1f520db7-cb59-4bc4-8b12-e70b4a4a2062,d9318fe2-fc14-411e-89be-01cada52aa65,Philips Hue Lights,Smart Home Devices,2.0,75.47,2024-05-12,"Atlanta, GA",Credit Card,0.0,150.94,2024-05
14eac041-79d1-49b2-8613-398e9909c14b,bea3364c-80b9-4355-bba6-beff5913766c,Bose Headphones,Audio Equipment,1.0,426.36,2023-12-08,Online,Debit Card,20.0,341.088,2023-12
7590d3dd-fedd-4df9-9100-572bba419f6b,d68a3d13-74b1-4972-a871-619ad5ffb96b,Area Rug,Home Decor,1.0,41.44,2024-08-07,Online,Credit Card,0.0,41.44,2024-08
eee02e58-6bb2-4c50-8a4d-fd4ce3de4619,a651e59b-cbd0-4b80-bd9a-39bb71a4ce5c,Bose Headphones,Audio Equipment,1.0,427.44,2023-04-06,"Miami, FL",Debit Card,0.0,427.44,2023-04
490bcb3d-6764-4eba-9382-692b4e9e613a,752e40fb-9bb0-4484-aa6a-e0b9937ae682,Dishwasher,Kitchen Appliances,2.0,180.66,2024-06-15,Online,Credit Card,0.0,361.32,2024-06
99a9b9d7-bce5-4c59-a274-2fa3b2845ca1,08ccda6f-fcbc-449d-8564-a17012c05e55,Ring Doorbell,Smart Home Devices,2.0,178.89,2024-11-22,Online,Apple Pay,0.0,357.78,2024-11
9da1a9eb-9f4b-4312-abca-0bfc43aba5a1,8ca05e6f-cc3c-4aa7-80b0-50412db73cb1,Lenovo ThinkPad,Laptops,1.0,1840.63,2024-01-02,"New York, NY",Debit Card,0.0,1840.63,2024-01
7d5e6969-75bb-42a1-b103-22a4729e8d1c,247ad94b-699d-47cd-a851-b06fcc14e814,Microsoft Surface,Tablets,3.0,635.04,2024-08-05,"Chicago, IL",Debit Card,0.0,1905.12,2024-08
fc4c8fa1-4d42-4554-bbce-2938e12cce0e,7d4c7653-b1b1-4a97-9c15-b7731983310b,Smart Thermostat,Smart Home Devices,1.0,119.42,2024-07-31,"Denver, CO",Google Pay,0.0,119.42,2024-07
